Threads: 2, Nx: 250, Ny: 100, Particles: 14000000
Iter	Interp		Mover		Total
1	0.049000	0.140000	0.189000
2	0.045000	0.115000	0.160000
3	0.050000	0.123000	0.173000
4	0.041000	0.098000	0.139000
5	0.051000	0.089000	0.140000
6	0.049000	0.109000	0.158000
7	0.047000	0.096000	0.143000
8	0.048000	0.101000	0.149000
9	0.040000	0.110000	0.150000
10	0.052000	0.096000	0.148000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 4, Nx: 250, Ny: 100, Particles: 14000000
Iter	Interp		Mover		Total
1	0.055000	0.088000	0.143000
2	0.051000	0.075000	0.126000
3	0.056000	0.070000	0.126000
4	0.033000	0.078000	0.111000
5	0.054000	0.082000	0.136000
6	0.037000	0.079000	0.116000
7	0.044000	0.067000	0.111000
8	0.047000	0.079000	0.126000
9	0.059000	0.083000	0.142000
10	0.032000	0.087000	0.119000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 8, Nx: 250, Ny: 100, Particles: 14000000
Iter	Interp		Mover		Total
1	0.063000	0.063000	0.126000
2	0.048000	0.090000	0.138000
3	0.031000	0.079000	0.110000
4	0.047000	0.064000	0.111000
5	0.048000	0.087000	0.135000
6	0.044000	0.075000	0.119000
7	0.047000	0.079000	0.126000
8	0.037000	0.074000	0.111000
9	0.048000	0.080000	0.128000
10	0.042000	0.077000	0.119000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 16, Nx: 250, Ny: 100, Particles: 14000000
Iter	Interp		Mover		Total
1	0.056000	0.075000	0.131000
2	0.043000	0.080000	0.123000
3	0.042000	0.068000	0.110000
4	0.048000	0.079000	0.127000
5	0.047000	0.063000	0.110000
6	0.047000	0.064000	0.111000
7	0.047000	0.079000	0.126000
8	0.032000	0.079000	0.111000
9	0.047000	0.063000	0.110000
10	0.047000	0.086000	0.133000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 2, Nx: 500, Ny: 200, Particles: 14000000
Iter	Interp		Mover		Total
1	0.049000	0.102000	0.151000
2	0.043000	0.100000	0.143000
3	0.037000	0.106000	0.143000
4	0.049000	0.100000	0.149000
5	0.051000	0.109000	0.160000
6	0.048000	0.098000	0.146000
7	0.045000	0.098000	0.143000
8	0.049000	0.097000	0.146000
9	0.055000	0.103000	0.158000
10	0.048000	0.104000	0.152000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 4, Nx: 500, Ny: 200, Particles: 14000000
Iter	Interp		Mover		Total
1	0.049000	0.088000	0.137000
2	0.049000	0.088000	0.137000
3	0.050000	0.078000	0.128000
4	0.050000	0.084000	0.134000
5	0.056000	0.081000	0.137000
6	0.050000	0.075000	0.125000
7	0.050000	0.078000	0.128000
8	0.039000	0.080000	0.119000
9	0.055000	0.077000	0.132000
10	0.050000	0.081000	0.131000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 8, Nx: 500, Ny: 200, Particles: 14000000
Iter	Interp		Mover		Total
1	0.049000	0.089000	0.138000
2	0.051000	0.072000	0.123000
3	0.051000	0.073000	0.124000
4	0.056000	0.077000	0.133000
5	0.046000	0.086000	0.132000
6	0.052000	0.080000	0.132000
7	0.049000	0.082000	0.131000
8	0.046000	0.073000	0.119000
9	0.053000	0.071000	0.124000
10	0.044000	0.076000	0.120000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 16, Nx: 500, Ny: 200, Particles: 14000000
