Threads: 1, Nx: 250, Ny: 100, Particles: 100
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 1, Nx: 250, Ny: 100, Particles: 10000
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 1, Nx: 250, Ny: 100, Particles: 1000000
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.015000	0.004000	0.019000
3	0.004000	0.004000	0.008000
4	0.004000	0.003000	0.007000
5	0.000000	0.000000	0.000000
6	0.013000	0.004000	0.017000
7	0.004000	0.003000	0.007000
8	0.004000	0.004000	0.008000
9	0.004000	0.004000	0.008000
10	0.003000	0.004000	0.007000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 1, Nx: 250, Ny: 100, Particles: 100000000
Iter	Interp		Mover		Total
1	0.301000	0.426000	0.727000
2	0.339000	0.438000	0.777000
3	0.338000	0.424000	0.762000
4	0.318000	0.427000	0.745000
5	0.325000	0.422000	0.747000
6	0.351000	0.424000	0.775000
7	0.336000	0.430000	0.766000
8	0.309000	0.433000	0.742000
9	0.338000	0.430000	0.768000
10	0.340000	0.420000	0.760000
Wrote mesh to Mesh.out (GRID: 251 x 101)
Threads: 1, Nx: 500, Ny: 200, Particles: 100
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 1, Nx: 500, Ny: 200, Particles: 10000
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.002000	0.002000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 1, Nx: 500, Ny: 200, Particles: 1000000
Iter	Interp		Mover		Total
1	0.002000	0.006000	0.008000
2	0.002000	0.000000	0.002000
3	0.000000	0.000000	0.000000
4	0.015000	0.000000	0.015000
5	0.000000	0.000000	0.000000
6	0.017000	0.004000	0.021000
7	0.004000	0.004000	0.008000
8	0.003000	0.000000	0.003000
9	0.000000	0.012000	0.012000
10	0.005000	0.000000	0.005000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 1, Nx: 500, Ny: 200, Particles: 100000000
Iter	Interp		Mover		Total
1	0.311000	0.435000	0.746000
2	0.339000	0.439000	0.778000
3	0.330000	0.442000	0.772000
4	0.347000	0.434000	0.781000
5	0.310000	0.436000	0.746000
6	0.342000	0.431000	0.773000
7	0.326000	0.436000	0.762000
8	0.339000	0.428000	0.767000
9	0.343000	0.424000	0.767000
10	0.349000	0.435000	0.784000
Wrote mesh to Mesh.out (GRID: 501 x 201)
Threads: 1, Nx: 1000, Ny: 400, Particles: 100
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 1001 x 401)
Threads: 1, Nx: 1000, Ny: 400, Particles: 10000
Iter	Interp		Mover		Total
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.007000	0.000000	0.007000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
Wrote mesh to Mesh.out (GRID: 1001 x 401)
Threads: 1, Nx: 1000, Ny: 400, Particles: 1000000
Iter	Interp		Mover		Total
1	0.014000	0.000000	0.014000
2	0.016000	0.007000	0.023000
3	0.010000	0.004000	0.014000
4	0.008000	0.004000	0.012000
5	0.010000	0.003000	0.013000
6	0.000000	0.000000	0.000000
7	0.022000	0.002000	0.024000
8	0.010000	0.005000	0.015000
9	0.009000	0.004000	0.013000
10	0.008000	0.004000	0.012000
Wrote mesh to Mesh.out (GRID: 1001 x 401)
Threads: 1, Nx: 1000, Ny: 400, Particles: 100000000
Iter	Interp		Mover		Total
1	0.862000	0.432000	1.294000
2	0.853000	0.413000	1.266000
3	0.850000	0.426000	1.276000
4	0.861000	0.420000	1.281000
5	0.849000	0.430000	1.279000
6	0.871000	0.410000	1.281000
7	0.851000	0.417000	1.268000
8	0.868000	0.431000	1.299000
9	0.854000	0.438000	1.292000
10	0.847000	0.429000	1.276000
Wrote mesh to Mesh.out (GRID: 1001 x 401)
